image_id,class,score,xmin,ymin,xmax,ymax,width,height
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,three wheelers (CNG),0.77,293,382,431,618,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,three wheelers (CNG),0.72,735,205,770,271,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,auto rickshaw,0.58,732,201,776,271,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,auto rickshaw,0.56,296,392,428,618,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,minivan,0.56,468,283,667,563,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,car,0.41,467,281,670,552,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,motorbike,0.40,154,680,772,985,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,van,0.39,471,288,667,563,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,bus,0.39,471,288,667,563,1024,1024
Shykat_4_ (37)_jpg.rf.eca2fbb4540d96a0d9fcde21cc9c016c.jpg,truck,0.31,785,929,914,1016,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,three wheelers (CNG),0.71,206,579,370,824,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,motorbike,0.69,299,704,371,853,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,auto rickshaw,0.65,387,599,491,765,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,auto rickshaw,0.65,247,580,379,842,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,car,0.59,508,599,701,883,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,minivan,0.59,501,586,697,863,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,three wheelers (CNG),0.56,388,598,476,765,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,rickshaw,0.51,193,587,363,836,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,bus,0.50,233,26,714,404,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,rickshaw,0.49,388,611,475,769,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,van,0.47,510,600,704,873,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,three wheelers (CNG),0.42,464,615,504,718,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,auto rickshaw,0.40,464,581,520,709,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,truck,0.36,102,52,136,130,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,pickup,0.35,463,571,526,658,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,suv,0.34,505,589,696,861,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,truck,0.33,464,581,520,709,1024,1024
Shykat_02_035_jpg.rf.1e4d89892a86195aeaac7e1e4288d2c2.jpg,rickshaw,0.31,287,626,384,849,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.86,198,560,230,617,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,three wheelers (CNG),0.71,394,559,418,593,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,truck,0.62,456,515,510,596,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,auto rickshaw,0.59,313,559,342,611,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,three wheelers (CNG),0.58,353,557,380,602,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,motorbike,0.58,70,597,107,664,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,three wheelers (CNG),0.55,313,558,342,611,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,three wheelers (CNG),0.52,581,540,642,607,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,minivan,0.50,580,539,638,604,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,bus,0.47,454,514,503,591,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.46,354,558,379,603,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.43,313,558,342,611,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.38,37,537,103,675,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.38,206,559,245,620,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,bicycle,0.36,810,533,861,611,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.36,223,566,252,618,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,pickup,0.36,457,515,504,594,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,rickshaw,0.35,710,520,749,595,1024,1024
sabiha(306)_jpg.rf.805d44e365ff6c92ea18f247dabf3406.jpg,suv,0.35,582,539,635,602,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,bus,0.93,64,49,392,603,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,bus,0.85,477,315,682,566,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,rickshaw,0.82,779,220,808,271,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,rickshaw,0.62,873,210,907,258,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,minivan,0.45,479,331,666,565,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,car,0.44,654,275,681,307,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,minivan,0.41,653,273,683,306,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,van,0.39,479,331,666,565,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,three wheelers (CNG),0.32,873,210,903,250,1024,1024
Shykat_4_ (38)_jpg.rf.ba37ea66565b63f9211404a127ecd9cd.jpg,wheelbarrow,0.30,534,837,714,1002,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,rickshaw,0.80,3,491,93,708,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,bus,0.74,441,318,724,535,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,rickshaw,0.64,1,435,74,612,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,car,0.59,608,454,1012,745,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,minivan,0.39,639,442,1021,736,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,rickshaw,0.37,120,544,259,706,1024,1024
sabiha(138)_jpg.rf.5939b056603b028bf28c5e36084f0ab4.jpg,suv,0.34,630,457,1008,741,1024,1024
Shykat_5_ (33)_jpg.rf.a28d85ba69ed33824a3ae2d7675da2f7.jpg,bus,0.43,471,522,496,560,1024,1024
Shykat_5_ (33)_jpg.rf.a28d85ba69ed33824a3ae2d7675da2f7.jpg,bus,0.39,570,544,593,578,1024,1024
Shykat_5_ (33)_jpg.rf.a28d85ba69ed33824a3ae2d7675da2f7.jpg,truck,0.31,471,523,495,560,1024,1024
Shykat_5_ (33)_jpg.rf.a28d85ba69ed33824a3ae2d7675da2f7.jpg,truck,0.30,539,119,1006,1017,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,motorbike,0.69,786,216,810,268,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,motorbike,0.61,76,476,995,994,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,bicycle,0.61,740,247,769,307,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,motorbike,0.54,738,216,772,305,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,minivan,0.45,806,210,866,273,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,truck,0.45,839,166,891,231,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,bicycle,0.45,734,221,775,311,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,truck,0.43,890,918,980,1023,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,pickup,0.43,809,200,862,272,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,suv,0.36,807,208,867,275,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,three wheelers (CNG),0.35,297,941,379,1023,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,car,0.34,878,179,1023,593,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,van,0.33,806,209,866,273,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,truck,0.33,375,926,475,980,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,bicycle,0.32,786,216,810,268,1024,1024
Shykat_4_ (43)_jpg.rf.457ec12ec835929047e4c011e9361e9b.jpg,minivan,0.32,885,153,1023,570,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.89,831,462,1023,804,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.75,170,432,705,775,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.60,187,521,353,806,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,car,0.57,299,811,602,996,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,car,0.54,12,817,234,992,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,three wheelers (CNG),0.51,36,750,146,817,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.50,501,449,719,726,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,pickup,0.48,297,707,449,883,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,car,0.47,3,678,110,799,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.46,825,422,1023,629,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.44,832,598,1023,887,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,three wheelers (CNG),0.43,76,600,169,706,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,three wheelers (CNG),0.43,0,678,94,788,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,auto rickshaw,0.38,0,675,98,784,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,suv,0.36,23,790,238,959,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.36,189,523,507,820,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,minivan,0.35,58,602,179,683,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.33,32,336,585,607,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,suv,0.33,57,602,177,688,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,van,0.32,72,741,282,903,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,suv,0.32,72,741,282,903,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,minivan,0.32,23,790,238,959,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,bus,0.31,151,9,681,272,1024,1024
Sabiha_(24)_jpg.rf.66060ac19e1ebaf7aaebf7b638a17178.jpg,van,0.30,59,602,179,681,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,three wheelers (CNG),0.54,993,656,1023,718,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.46,551,705,596,754,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.46,686,699,758,784,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,van,0.41,113,626,426,934,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.40,113,626,426,934,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,suv,0.40,98,628,415,935,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.39,398,663,531,801,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,suv,0.38,683,697,757,783,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,bus,0.37,323,122,351,193,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,suv,0.36,546,699,599,756,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.36,662,690,690,732,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,rickshaw,0.36,606,697,630,744,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,car,0.35,545,699,598,753,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,suv,0.35,402,668,528,800,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,pickup,0.34,113,626,426,934,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,bus,0.33,320,179,346,223,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,auto rickshaw,0.33,399,664,524,787,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,minivan,0.32,915,674,984,725,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,suv,0.32,907,678,986,724,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,bus,0.32,992,656,1023,715,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,bicycle,0.32,606,697,630,744,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,car,0.31,662,698,690,733,1024,1024
Shykat_03_031_jpg.rf.ccb85b949ca20c796251a2a69bbf5b61.jpg,car,0.30,919,691,987,730,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,bus,0.79,92,570,276,813,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,rickshaw,0.50,349,682,387,753,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,bus,0.47,657,334,708,368,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,bus,0.47,71,196,305,440,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,truck,0.37,94,565,265,814,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,truck,0.33,61,636,104,731,1024,1024
sabiha(247)_jpg.rf.1035a27c9dcf576335244bea53ca8b47.jpg,bicycle,0.31,345,684,389,755,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,rickshaw,0.76,3,756,32,808,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,auto rickshaw,0.63,25,747,58,800,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,bus,0.50,137,729,185,782,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,three wheelers (CNG),0.49,288,720,342,792,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,bus,0.49,963,750,1018,804,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,auto rickshaw,0.44,288,718,342,791,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,bicycle,0.43,101,744,125,796,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,pickup,0.41,289,716,337,791,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,three wheelers (CNG),0.41,15,747,61,801,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,rickshaw,0.40,23,410,70,493,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,motorbike,0.40,101,744,125,796,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,van,0.38,138,730,184,782,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,auto rickshaw,0.35,13,745,48,804,1024,1024
sabiha(219)_jpg.rf.b942e8a426cc363ac26410c9ca06d7f5.jpg,minivan,0.35,130,730,187,783,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,car,0.77,660,645,886,904,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,three wheelers (CNG),0.75,423,661,519,781,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,bus,0.62,574,558,715,746,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,car,0.56,383,677,423,731,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,minivan,0.47,650,618,893,885,1024,1024
Shykat_02_045_jpg.rf.219dedd96cdb019ddc5742b5e7e43590.jpg,minivan,0.42,421,652,519,785,1024,1024
